PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Phase,Transported Prediction,Probability - Yes,Probability - No,Deck,Num,Side,Cabin_Category,Model Accuracy
0008_03,Europa,False,55 Cancri e,45.0,False,39.0,7295.0,589.0,110.0,124.0,Wezena Flatic,1.0,Existing Data,True,0.98015344,0.019846559,B,1.0,P,Cabin Category A,0.8831243529276429
0009_01,Mars,False,TRAPPIST-1e,32.0,False,73.0,0.0,1123.0,0.0,113.0,Berers Barne,1.0,Existing Data,True,0.7052887,0.2947113,F,1.0,P,Cabin Category A,0.8831243529276429
0010_01,Earth,False,TRAPPIST-1e,48.0,False,719.0,1.0,65.0,0.0,24.0,Reney Baketton,0.0,Existing Data,False,0.30932075,0.69067925,G,1.0,S,Cabin Category A,0.8831243529276429
0011_01,Earth,False,TRAPPIST-1e,28.0,False,8.0,974.0,12.0,2.0,7.0,Elle Bertsontry,1.0,Existing Data,True,0.71831787,0.28168213,F,2.0,P,Cabin Category A,0.8831243529276429
0012_01,Earth,False,TRAPPIST-1e,31.0,False,32.0,0.0,876.0,0.0,0.0,Justie Pooles,0.0,Existing Data,True,0.57755727,0.42244273,F,431.0,S,Cabin Category A,0.8831243529276429
0014_01,Mars,False,55 Cancri e,27.0,False,1286.0,122.0,0.0,0.0,0.0,Flats Eccle,0.0,Existing Data,False,0.09945537,0.90054464,F,3.0,P,Cabin Category A,0.8831243529276429
0015_01,Earth,False,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,0.0,Existing Data,False,0.069423266,0.93057674,F,4.0,P,Cabin Category A,0.8831243529276429
0016_01,Mars,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alus Upead,1.0,Existing Data,True,0.98279727,0.017202735,F,5.0,P,Cabin Category A,0.8831243529276429
0017_01,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,1.0,Existing Data,True,0.66310626,0.33689374,G,0.0,P,Cabin Category A,0.8831243529276429
0017_02,Earth,False,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,0.0,Existing Data,False,0.08433883,0.91566116,F,6.0,P,Cabin Category A,0.8831243529276429
0020_01,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,0.0,Existing Data,False,0.43326885,0.56673115,E,0.0,S,Cabin Category A,0.8831243529276429
0020_02,Earth,True,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,0.0,Existing Data,False,0.47321904,0.52678096,E,0.0,S,Cabin Category A,0.8831243529276429
0020_03,Earth,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Mollen Mcfaddennon,0.0,Existing Data,True,0.5305661,0.4694339,E,0.0,S,Cabin Category A,0.8831243529276429
0020_04,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,1.0,Existing Data,False,0.4072403,0.5927597,E,0.0,S,Cabin Category A,0.8831243529276429
0020_05,Earth,True,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Brantuarez,0.0,Existing Data,True,0.53534967,0.46465033,E,0.0,S,Cabin Category A,0.8831243529276429
0020_06,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,0.0,Existing Data,False,0.43662122,0.5633788,E,0.0,S,Cabin Category A,0.8831243529276429
0022_01,Mars,False,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,,0.0,Existing Data,False,0.079991184,0.92000884,D,0.0,P,Cabin Category A,0.8831243529276429
0024_01,Europa,True,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Penton Fullided,1.0,Existing Data,True,0.99107516,0.008924842,C,2.0,S,Cabin Category A,0.8831243529276429
0025_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,0.0,Existing Data,False,0.07251407,0.92748594,F,6.0,S,Cabin Category A,0.8831243529276429
0026_01,Europa,False,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,0.0,Existing Data,False,0.2754245,0.7245755,C,0.0,P,Cabin Category A,0.8831243529276429
0028_01,Mars,False,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,0.0,Existing Data,False,0.07820823,0.9217918,F,8.0,P,Cabin Category A,0.8831243529276429
0030_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,0.0,Existing Data,False,0.07441149,0.9255885,G,4.0,S,Cabin Category A,0.8831243529276429
0031_01,Mars,False,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,1.0,Existing Data,False,0.4892686,0.5107314,F,9.0,P,Cabin Category A,0.8831243529276429
0031_02,Mars,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,1.0,Existing Data,True,0.96338195,0.036618054,F,9.0,P,Cabin Category A,0.8831243529276429
0031_03,Mars,False,TRAPPIST-1e,20.0,False,0.0,0.0,1750.0,990.0,0.0,Dontch Datie,1.0,Existing Data,False,0.49052057,0.5094794,F,9.0,P,Cabin Category A,0.8831243529276429
0034_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,1.0,Existing Data,True,0.9813099,0.01869011,D,1.0,S,Cabin Category A,0.8831243529276429
0035_01,Mars,False,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,0.0,Existing Data,False,0.10893036,0.89106965,D,1.0,P,Cabin Category A,0.8831243529276429
0036_01,Earth,False,55 Cancri e,15.0,False,0.0,492.0,48.0,20.0,401.0,Marina Leodger,0.0,Existing Data,False,0.062014285,0.9379857,F,8.0,S,Cabin Category A,0.8831243529276429
0038_01,Earth,False,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,0.0,Existing Data,False,0.021382209,0.9786178,F,10.0,S,Cabin Category A,0.8831243529276429
0039_01,Earth,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,0.0,Existing Data,True,0.57032347,0.42967653,G,1.0,P,Cabin Category A,0.8831243529276429
0041_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,1.0,Existing Data,True,0.7035539,0.29644608,G,2.0,P,Cabin Category A,0.8831243529276429
0043_01,Europa,False,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,0.0,Existing Data,False,0.005979879,0.9940201,B,3.0,P,Cabin Category A,0.8831243529276429
0044_01,Earth,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,0.0,Existing Data,False,0.38752055,0.61247945,G,3.0,P,Cabin Category A,0.8831243529276429
0044_02,Earth,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,1.0,Existing Data,True,0.7115023,0.2884977,G,3.0,P,Cabin Category A,0.8831243529276429
0044_03,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,1.0,Existing Data,True,0.66541916,0.33458084,G,3.0,P,Cabin Category A,0.8831243529276429
0045_01,Mars,False,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,0.0,Existing Data,False,0.094810314,0.9051897,F,10.0,P,Cabin Category A,0.8831243529276429
0045_02,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,1.0,Existing Data,True,0.9844966,0.0155034065,F,10.0,P,Cabin Category A,0.8831243529276429
0050_01,Earth,False,55 Cancri e,35.0,False,790.0,0.0,0.0,0.0,0.0,Sony Lancis,0.0,Existing Data,False,0.3373942,0.66260576,E,1.0,S,Cabin Category A,0.8831243529276429
0051_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,0.0,Existing Data,False,0.027757695,0.9722423,E,2.0,S,Cabin Category A,0.8831243529276429
0052_01,Earth,False,TRAPPIST-1e,27.0,False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,0.0,Existing Data,False,0.0018628192,0.9981372,G,6.0,S,Cabin Category A,0.8831243529276429
0053_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,1.0,Existing Data,True,0.9508688,0.049131215,F,11.0,S,Cabin Category A,0.8831243529276429
0056_01,Europa,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,1.0,Existing Data,True,0.8225311,0.1774689,A,1.0,S,Cabin Category A,0.8831243529276429
0056_02,Europa,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,1.0,Existing Data,True,0.9391794,0.06082058,A,1.0,S,Cabin Category A,0.8831243529276429
0056_03,Europa,False,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,1.0,Existing Data,True,0.8803496,0.11965042,A,1.0,S,Cabin Category A,0.8831243529276429
0058_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,0.0,Existing Data,True,0.5041836,0.4958164,G,7.0,S,Cabin Category A,0.8831243529276429
0061_01,Earth,False,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,0.0,Existing Data,False,0.1324837,0.8675163,F,12.0,S,Cabin Category A,0.8831243529276429
0062_01,Earth,False,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,0.0,Existing Data,False,0.3957608,0.6042392,F,13.0,S,Cabin Category A,0.8831243529276429
0064_01,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,,1.0,Existing Data,True,0.9778727,0.02212727,F,14.0,S,Cabin Category A,0.8831243529276429
0064_02,Earth,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Colatz Keen,1.0,Existing Data,True,0.5696252,0.4303748,E,3.0,S,Cabin Category A,0.8831243529276429
0066_01,Earth,False,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,0.0,Existing Data,False,0.062253296,0.9377467,G,6.0,P,Cabin Category A,0.8831243529276429
0067_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,1.0,Existing Data,True,0.75481015,0.24518985,G,10.0,S,Cabin Category A,0.8831243529276429
0067_02,Earth,False,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Celine Leeves,1.0,Existing Data,True,0.7524242,0.24757582,G,10.0,S,Cabin Category A,0.8831243529276429
0067_03,Earth,False,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,0.0,Existing Data,False,0.10775158,0.8922484,F,15.0,S,Cabin Category A,0.8831243529276429
0068_01,Mars,False,TRAPPIST-1e,27.0,False,793.0,0.0,2.0,253.0,0.0,Cinst Binie,0.0,Existing Data,False,0.060801115,0.9391989,E,4.0,S,Cabin Category A,0.8831243529276429
0069_01,Earth,False,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,,1.0,Existing Data,False,0.2501785,0.74982154,F,16.0,S,Cabin Category A,0.8831243529276429
0070_01,Earth,False,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,0.0,Existing Data,False,0.13976096,0.860239,F,13.0,P,Cabin Category A,0.8831243529276429
0071_01,Earth,False,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,0.0,Existing Data,True,0.8189523,0.18104768,F,14.0,P,Cabin Category A,0.8831243529276429
0072_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,0.0,Existing Data,False,0.062154286,0.9378457,F,17.0,S,Cabin Category A,0.8831243529276429
0073_01,Mars,False,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Gorn Make,0.0,Existing Data,False,0.35217008,0.6478299,D,3.0,P,Cabin Category A,0.8831243529276429
0074_01,Europa,False,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,1.0,Existing Data,True,0.9929657,0.0070343018,C,3.0,S,Cabin Category A,0.8831243529276429
0076_01,Mars,False,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Conk Dal,1.0,Existing Data,True,0.8050058,0.19499421,F,18.0,S,Cabin Category A,0.8831243529276429
0077_01,Mars,False,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Pon Blité,1.0,Existing Data,True,0.9163789,0.083621085,F,15.0,P,Cabin Category A,0.8831243529276429
0078_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,0.0,Existing Data,False,0.016303442,0.9836966,C,4.0,S,Cabin Category A,0.8831243529276429
0081_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,0.0,Existing Data,True,0.5415358,0.4584642,G,13.0,S,Cabin Category A,0.8831243529276429
0082_01,Mars,False,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Totse Datte,0.0,Existing Data,False,0.017157584,0.98284245,F,16.0,P,Cabin Category A,0.8831243529276429
0082_02,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,1.0,Existing Data,True,0.9900932,0.009906828,F,16.0,P,Cabin Category A,0.8831243529276429
0082_03,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,,1.0,Existing Data,True,0.9625242,0.037475824,F,16.0,P,Cabin Category A,0.8831243529276429
0084_01,Earth,False,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,1.0,Existing Data,False,0.19476241,0.8052376,G,14.0,S,Cabin Category A,0.8831243529276429
0085_01,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,1.0,Existing Data,True,0.9923477,0.0076522827,C,5.0,S,Cabin Category A,0.8831243529276429
0086_01,Earth,False,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,0.0,Existing Data,False,0.3006529,0.69934714,F,17.0,P,Cabin Category A,0.8831243529276429
0088_01,Mars,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,1.0,Existing Data,True,0.7020608,0.29793918,E,5.0,S,Cabin Category A,0.8831243529276429
0090_01,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,1.0,Existing Data,True,0.5821614,0.41783857,G,15.0,S,Cabin Category A,0.8831243529276429
0091_01,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,1.0,Existing Data,True,0.5703945,0.42960548,G,16.0,S,Cabin Category A,0.8831243529276429
0091_02,Earth,False,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,0.0,Existing Data,False,0.4298112,0.57018876,F,20.0,S,Cabin Category A,0.8831243529276429
0092_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,0.0,Existing Data,True,0.57933295,0.42066705,G,9.0,P,Cabin Category A,0.8831243529276429
0092_02,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Stald Hewson,1.0,Existing Data,True,0.7697263,0.23027372,G,9.0,P,Cabin Category A,0.8831243529276429
0092_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,1.0,Existing Data,True,0.6920211,0.30797893,G,9.0,P,Cabin Category A,0.8831243529276429
0097_01,Europa,False,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,0.0,Existing Data,False,0.23683517,0.7631648,A,2.0,S,Cabin Category A,0.8831243529276429
0098_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,0.0,Existing Data,False,0.44589266,0.5541073,G,11.0,P,Cabin Category A,0.8831243529276429
0098_02,Earth,False,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,1.0,Existing Data,True,0.94473785,0.05526215,G,11.0,P,Cabin Category A,0.8831243529276429
0099_01,Earth,False,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,0.0,Existing Data,False,0.49439585,0.50560415,F,19.0,P,Cabin Category A,0.8831243529276429
0099_02,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,1.0,Existing Data,True,0.6920211,0.30797893,G,12.0,P,Cabin Category A,0.8831243529276429
0101_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,1.0,Existing Data,True,0.96989316,0.030106843,F,431.0,S,Cabin Category A,0.8831243529276429
0102_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Ritany Holson,0.0,Existing Data,False,0.0714487,0.9285513,F,23.0,S,Cabin Category A,0.8831243529276429
0103_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,17.0,Arlen Mclainez,1.0,Existing Data,False,0.4547979,0.54520214,F,24.0,S,Cabin Category A,0.8831243529276429
0103_02,Earth,True,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,1.0,Existing Data,False,0.4941647,0.5058353,G,18.0,S,Cabin Category A,0.8831243529276429
0103_03,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,0.0,Existing Data,False,0.36190462,0.6380954,G,18.0,S,Cabin Category A,0.8831243529276429
0105_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,0.0,Existing Data,False,0.25143853,0.7485615,F,21.0,P,Cabin Category A,0.8831243529276429
0107_01,Mars,False,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,0.0,Existing Data,False,0.03698646,0.9630135,D,2.0,S,Cabin Category A,0.8831243529276429
0108_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,0.0,Existing Data,True,0.5954465,0.40455347,G,19.0,S,Cabin Category A,0.8831243529276429
0108_02,Earth,False,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,,0.0,Existing Data,False,0.12485895,0.875141,G,19.0,S,Cabin Category A,0.8831243529276429
0108_03,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,1.0,Existing Data,True,0.7042142,0.29578578,G,19.0,S,Cabin Category A,0.8831243529276429
0110_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,0.0,Existing Data,False,0.0017561937,0.9982438,F,431.0,S,Cabin Category A,0.8831243529276429
0110_02,Europa,False,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,0.0,Existing Data,False,0.037566952,0.96243304,B,5.0,P,Cabin Category A,0.8831243529276429
0110_03,Europa,False,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,1.0,Existing Data,True,0.742141,0.257859,B,5.0,P,Cabin Category A,0.8831243529276429
0110_04,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,1.0,Existing Data,True,0.97486055,0.025139451,B,5.0,P,Cabin Category A,0.8831243529276429
0111_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,1.0,Existing Data,True,0.93402654,0.06597346,E,6.0,S,Cabin Category A,0.8831243529276429
0112_01,Europa,False,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,1.0,Existing Data,True,0.9670096,0.032990396,B,1.0,S,Cabin Category A,0.8831243529276429
0113_01,Earth,False,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,Idary Carvis,1.0,Existing Data,True,0.7308029,0.2691971,F,23.0,P,Cabin Category A,0.8831243529276429
0114_01,Earth,False,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,0.0,Existing Data,False,0.2622696,0.7377304,G,20.0,S,Cabin Category A,0.8831243529276429
0115_01,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Rohs Pead,1.0,Existing Data,True,0.9640609,0.035939097,F,24.0,P,Cabin Category A,0.8831243529276429
0116_01,Europa,False,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,1.0,Existing Data,True,0.7073523,0.29264772,D,4.0,P,Cabin Category A,0.8831243529276429
0119_01,Earth,False,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,Batan Coning,0.0,Existing Data,False,0.0030273902,0.9969726,A,0.0,P,Cabin Category A,0.8831243529276429
0119_02,Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,1.0,Existing Data,True,0.94344294,0.05655706,A,0.0,P,Cabin Category A,0.8831243529276429
0120_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Bees Sacre,1.0,Existing Data,True,0.9720641,0.027935922,F,25.0,P,Cabin Category A,0.8831243529276429
0122_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,0.0,Existing Data,False,0.050346375,0.9496536,G,21.0,S,Cabin Category A,0.8831243529276429
0123_01,Earth,False,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,Iree Fielson,0.0,Existing Data,True,0.5631317,0.4368683,F,27.0,P,Cabin Category A,0.8831243529276429
0126_01,Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,Milly Mish,1.0,Existing Data,True,0.97232676,0.027673244,F,27.0,S,Cabin Category A,0.8831243529276429
0127_01,Mars,False,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,0.0,Existing Data,False,0.09657448,0.9034255,E,7.0,S,Cabin Category A,0.8831243529276429
0128_01,Mars,False,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,0.0,Existing Data,False,0.11120557,0.8887944,D,3.0,S,Cabin Category A,0.8831243529276429
0128_02,Mars,False,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,Barave Fles,0.0,Existing Data,False,0.041682538,0.95831746,E,8.0,S,Cabin Category A,0.8831243529276429
0129_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Race Fowles,1.0,Existing Data,True,0.5715429,0.42845708,G,22.0,S,Cabin Category A,0.8831243529276429
0133_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Flynx Blie,1.0,Existing Data,True,0.9698739,0.030126095,F,29.0,S,Cabin Category A,0.8831243529276429
0133_02,Mars,False,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,0.0,Existing Data,False,0.019834846,0.9801651,D,5.0,S,Cabin Category A,0.8831243529276429
0134_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,1.0,Existing Data,True,0.6903074,0.30969262,G,17.0,P,Cabin Category A,0.8831243529276429
0136_01,Earth,False,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,,0.0,Existing Data,False,0.1468075,0.8531925,G,23.0,S,Cabin Category A,0.8831243529276429
0138_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,1.0,Existing Data,True,0.7077647,0.2922353,G,18.0,P,Cabin Category A,0.8831243529276429
0138_02,Earth,False,TRAPPIST-1e,34.0,False,0.0,22.0,0.0,564.0,207.0,Monah Gambs,0.0,Existing Data,False,0.040230863,0.9597691,E,5.0,P,Cabin Category A,0.8831243529276429
0139_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Charda Myling,1.0,Existing Data,True,0.9927328,0.007267177,C,6.0,S,Cabin Category A,0.8831243529276429
